"","X","TransectGroup","SPECIES","Count.FF","Count.POV","Count.BM","Count.TC","Photo.ID","BSS.1","BSS.2","BSS.3","Glare.1","Glare.2","Glare.3","BH.W","BH.F","BH.WF","BH.FW","BH.2F1W","BH.B","BH.BW","BH.Piling","BH.P","BH.F1W","BH.M","BH.H","BH.R","platform","Group","sp.group"
"473","642","20120308_112 9","BUFF",1,3,"6","5","15752","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 9","bufflehead"
"474","643","20120308_112 9","UNSB",0,0,"0","0","8652","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 9","UNSB"
"475","644","20120308_114 1","BUFF",2,1,"0","0","15792","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4 1","bufflehead"
"476","645","20120308_114 1","SUSC",0,1,"1","0","15789","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4 1","surf scoter"
"477","646","20120308_114 1","UNSC",0,0,"0","0","8686","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 1","UNSC"
"478","647","20120308_114 2","BLBR",10,0,"0","2","8704","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","goose"
"479","648","20120308_114 2","BUFF",6,2,"3","3","15822","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","bufflehead"
"480","649","20120308_114 2","SUSC",0,0,"3","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","surf scoter"
"481","650","20120308_114 2","UNSB",0,0,"0","0","15823","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","UNSB"
"482","651","20120308_114 2","UNSC",0,0,"1","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","UNSC"
"483","652","20120308_114 2","WWSC",3,4,"0","0","15821","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 2","white-winged scoter"
"484","653","20120308_114 3","BUFF",9,7,"2","1","15838","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 3","bufflehead"
"485","654","20120308_114 3","COGO",1,0,"0","0","8711","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 3","common goldeneye"
"486","655","20120308_114 3","SUSC",1,0,"0","0","8715","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4 3","surf scoter"
"487","656","20120308_114 3","UNDU",0,0,"0","0","15837","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 3","UNDU"
"488","657","20120308_114 3","UNME",0,0,"1","1","15835","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 3","UNME"
"489","658","20120308_114 4","BUFF",0,1,"1","0","15873","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","bufflehead"
"490","659","20120308_114 4","COGO",3,0,"0","0","8726","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","common goldeneye"
"491","660","20120308_114 4","UNGU",0,0,"1","1","15880","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 4","gull"
"492","661","20120308_114 5","BUFF",12,1,"0","0","15895","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4 5","bufflehead"
"493","662","20120308_114 5","LTDU",1,0,"0","0","8733","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","long-tailed duck"
"494","663","20120308_114 5","SUSC",1,1,"1","1","15891","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","surf scoter"
"495","664","20120308_114 5","UNDU",0,0,"0","0","8735","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 5","UNDU"
"496","665","20120308_114 6","BLBR",5,0,"0","0","8755","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","4 6","goose"
"497","666","20120308_114 6","BUFF",9,9,"18","11","15957","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 6","bufflehead"
"498","667","20120308_114 6","COGO",0,1,"0","0","15951","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","4 6","common goldeneye"
"499","670","20120308_115 1","UNSC",0,0,"0","0","15958","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 1","UNSC"
"500","671","20120308_115 2","BLBR",7,2,"1","0","15989","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 2","goose"
"501","672","20120308_115 2","BUFF",2,0,"0","0","8779","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 2","bufflehead"
"502","673","20120308_115 2","SUSC",2,4,"0","0","15991","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 2","surf scoter"
"503","674","20120308_115 2","UNSC",0,0,"2","10","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 2","UNSC"
"504","675","20120308_115 2","WWSC",8,6,"6","0","15984","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 2","white-winged scoter"
"505","676","20120308_115 3","BLBR",0,1,"0","0","16015","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","5 3","goose"
"506","677","20120308_115 3","BUFF",2,1,"0","0","16005","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5 3","bufflehead"
"507","678","20120308_115 3","UNDD",0,0,"1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 3","UNDD"
"508","679","20120308_115 3","WWSC",2,3,"2","2","16013","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 3","white-winged scoter"
"509","680","20120308_115 4","BLBR",2,4,"13","5","16019","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5 4","goose"
"510","681","20120308_115 4","BUFF",1,7,"8","6","16032","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 4","bufflehead"
"511","682","20120308_115 4","UNSB",0,0,"0","0","8808","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 4","UNSB"
"512","683","20120308_115 4","WWSC",2,2,"0","0","16018","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 4","white-winged scoter"
"513","684","20120308_115 5","BUFF",0,1,"0","0","16068","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","5 5","bufflehead"
"514","685","20120308_115 6","BUFF",5,1,"1","1","16105","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","bufflehead"
"515","686","20120308_115 6","SUSC",1,3,"2","1","16119","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","surf scoter"
"516","687","20120308_115 6","UNSC",0,0,"1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","5 6","UNSC"
"517","689","20120308_116 2","HOGR",4,0,"0","0","8844","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 2","horned grebe"
"518","690","20120308_116 3","LTDU",3,0,"0","0","8855","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 3","long-tailed duck"
"519","691","20120308_116 4","UNLO",0,0,"0","0","16264","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 4","UNLO"
"520","692","20120308_116 4","WEGR",0,0,"1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 4","western grebe"
"521","693","20120308_116 5","HOGR",0,1,"0","0","16273","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","6 5","horned grebe"
"522","694","20120308_117 1","UNGU",0,0,"0","0","16302","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7 1","gull"
"523","695","20120308_117 2","UNLO",0,0,"0","0","16368","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 2","UNLO"
"524","696","20120308_117 3","UNLO",0,0,"0","0","16386","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 3","UNLO"
"525","697","20120308_117 4","MAMU",2,2,"0","0","16391","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 4","marbled murrelet"
"526","698","20120308_117 5","UNLO",0,0,"0","0","16402","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 5","UNLO"
"527","699","20120308_117 6","UNML",0,0,"0","0","8962","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 6","UNML"
"528","700","20120308_117 7","LTDU",0,2,"0","0","16436","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","7 7","long-tailed duck"
"529","701","20120308_117 8","UNLO",0,0,"0","0","16461","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7 8","UNLO"
"530","702","20120308_118 1","MAMU",1,0,"0","0","8986","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 1","marbled murrelet"
"531","703","20120308_118 1","LTDU",6,6,"6","2","16481","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 1","long-tailed duck"
"532","704","20120308_118 1","UNGR",0,0,"0","0","8989","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 1","UNGR"
"533","705","20120308_118 1","UNGU",0,0,"1","1","16479","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 1","gull"
"534","706","20120308_118 2","MAMU",2,2,"0","2","16521","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 2","marbled murrelet"
"535","707","20120308_118 3","RTLO",1,1,"1","1","16560","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 3","red-throated loon"
"536","708","20120308_118 4","LTDU",2,2,"2","2","16586","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","8 4","long-tailed duck"
"537","709","20120308_120 1","LTDU",1,0,"0","1","9125","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 1","long-tailed duck"
"538","710","20120308_120 2","LTDU",1,1,"1","1","16747","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 2","long-tailed duck"
"539","711","20120308_120 3","LTDU",1,0,"0","0","9166","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 3","long-tailed duck"
"540","712","20120308_120 4","UNDD",0,0,"1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 4","UNDD"
"541","713","20120308_120 4","UNSC",0,0,"0","3","16824","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0 4","UNSC"
"542","714","20120308_121 1","COGO",1,1,"1","1","16876","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 1","common goldeneye"
"543","715","20120308_121 10","BUFF",2,1,"0","0","17039","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","bufflehead"
"544","716","20120308_121 10","COGO",1,1,"0","0","17035","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","common goldeneye"
"545","717","20120308_121 10","COLO",1,1,"1","0","17035","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","common loon"
"546","718","20120308_121 10","UNDU",0,0,"0","0","9287","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","UNDU"
"547","719","20120308_121 10","UNGO",0,0,"1","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","UNGO"
"548","720","20120308_121 10","UNLO",0,0,"0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","UNLO"
"549","721","20120308_121 10","UNSC",0,0,"0","0","9287","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","UNSC"
"550","722","20120308_121 11","GWGU",0,0,"0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"," 11","gull"
"551","723","20120308_121 2","UNSC",0,0,"0","0","9227","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 2","UNSC"
"552","724","20120308_121 3","COLO",1,1,"1","0","16888","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","common loon"
"553","725","20120308_121 3","UNLO",0,0,"0","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 3","UNLO"
"554","726","20120308_121 4","SUSC",2,2,"2","2","16890","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 4","surf scoter"
"555","727","20120308_121 5","SUSC",4,4,"4","4","16898","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 5","surf scoter"
"556","728","20120308_121 6","UNGU",0,0,"1","1","16898","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 6","gull"
"557","729","20120308_121 7","COGO",1,1,"0","0","16919","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 7","common goldeneye"
"558","730","20120308_121 7","UNGO",0,0,"1","1","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 7","UNGO"
"559","731","20120308_121 8","HOGR",2,1,"1","1","16966","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","horned grebe"
"560","732","20120308_121 8","RTLO",1,0,"0","0","9259","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","red-throated loon"
"561","733","20120308_121 8","UNSB",0,0,"0","0","9257","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 8","UNSB"
"562","734","20120308_121 9","UNDU",0,0,"0","0","9269","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1 9","UNDU"
"563","735","20120308_122 1","BUFF",4,1,"1","1","17073","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 1","bufflehead"
"564","736","20120308_122 1","COLO",1,1,"1","0","17066","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 1","common loon"
"565","737","20120308_122 2","BUFF",4,3,"2","2","17104","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","bufflehead"
"566","738","20120308_122 2","HOGR",1,0,"0","0","9328","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","horned grebe"
"567","739","20120308_122 2","UNDU",0,0,"0","0","9322","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","UNDU"
"568","740","20120308_122 3","BUFF",1,0,"0","0","9331","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 3","bufflehead"
"569","741","20120308_122 4","BUFF",16,18,"22","12","17157","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","bufflehead"
"570","742","20120308_122 4","COGO",0,1,"1","0","17132","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","common goldeneye"
"571","743","20120308_122 4","UNDU",0,0,"0","0","9357","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","UNDU"
"572","744","20120308_122 4","UNGO",0,0,"0","2","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 4","UNGO"
"573","745","20120308_122 5","COLO",1,0,"0","0","9358","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 5","common loon"
"574","746","20120308_122 6","BUFF",7,4,"6","7","17190","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 6","bufflehead"
"575","747","20120308_122 7","COLO",1,0,"0","0","9368","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 7","common loon"
"576","748","20120308_122 8","UNDD",0,0,"0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 8","UNDD"
"577","750","20120308_123 10","NOPI",119,131,"88","0","17356","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1"," 10","northern pintail"
"578","751","20120308_123 10","UNDU",0,0,"0","45","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 10","UNDU"
"579","752","20120308_123 11","UNGU",0,0,"0","0","17357","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"," 11","gull"
"580","753","20120308_123 2","BUFF",3,1,"1","0","17216","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","bufflehead"
"581","754","20120308_123 3","SUSC",2,2,"2","2","17229","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 3","surf scoter"
"582","755","20120308_123 4","BUFF",7,3,"9","0","17252","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 4","bufflehead"
"583","756","20120308_123 5","COLO",1,1,"1","1","17255","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 5","common loon"
"584","757","20120308_123 6","BUFF",1,0,"0","0","9402","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 6","bufflehead"
"585","758","20120308_123 7","BUFF",2,0,"0","0","9411","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 7","bufflehead"
"586","759","20120308_123 8","BUFF",5,0,"0","0","9413","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 8","bufflehead"
"587","760","20120308_123 9","BAGO",0,0,"0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 9","Barrow's goldeneye"
"588","761","20120308_123 9","COGO",3,2,"3","0","17288","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 9","common goldeneye"
"589","762","20120308_123 9","UNGO",0,0,"0","0","9413","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","3 9","UNGO"
"590","803","20120308_132 1","BUFF",1,1,"1","0","17444","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 1","bufflehead"
"591","804","20120308_132 2","BUFF",2,1,"0","2","17454","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","bufflehead"
"592","805","20120308_132 2","UNSB",0,0,"0","0","10332","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2 2","UNSB"
"593","812","20120308_133 2","RTLO",2,0,"2","0","10394","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","red-throated loon"
"594","813","20120308_133 2","UNLO",0,0,"0","0","17535","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","3 2","UNLO"
